,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,AVGTrainTime,F1Score,TestAcc,EpochsRan
254,6,4096,2048,512,0.75,5,0 days 00:00:00.071004,0 days 00:01:43.357261,95.4,95.4,80
255,6,4096,2048,1024,0.5,2,0 days 00:00:00.067788,0 days 00:01:04.979611,89.8,89.0,53
256,6,4096,2048,1024,0.5,3,0 days 00:00:00.067788,0 days 00:02:03.357328,95.0,95.0,80
257,6,4096,2048,1024,0.5,5,0 days 00:00:00.067788,0 days 00:01:39.833535,95.8,96.0,80
258,6,4096,2048,1536,0.25,2,0 days 00:00:00.065247,0 days 00:01:14.114494,90.8,90.4,60
259,6,4096,2048,1536,0.25,3,0 days 00:00:00.065247,0 days 00:01:48.870254,94.6,94.4,80
260,6,4096,2048,1536,0.25,5,0 days 00:00:00.065247,0 days 00:01:51.777705,95.8,95.8,75
261,6,4096,4096,1024,0.75,2,0 days 00:00:00.066218,0 days 00:01:00.495829,88.2,87.8,50
262,6,4096,4096,1024,0.75,3,0 days 00:00:00.066218,0 days 00:02:12.734575,93.4,93.4,80
263,6,4096,4096,1024,0.75,5,0 days 00:00:00.066218,0 days 00:01:45.029602,95.4,95.4,80
264,6,4096,4096,2048,0.5,2,0 days 00:00:00.064598,0 days 00:01:13.173710,90.2,90.0,62
265,6,4096,4096,2048,0.5,3,0 days 00:00:00.064598,0 days 00:02:06.732814,94.2,94.2,80
266,6,4096,4096,2048,0.5,5,0 days 00:00:00.064598,0 days 00:01:48.970059,96.8,96.8,78
267,6,4096,4096,3072,0.25,2,0 days 00:00:00.062566,0 days 00:01:26.437545,90.6,90.6,66
268,6,4096,4096,3072,0.25,3,0 days 00:00:00.062566,0 days 00:02:13.267406,94.6,94.6,79
269,6,4096,4096,3072,0.25,5,0 days 00:00:00.062566,0 days 00:01:50.635197,96.0,96.0,75
270,9,256,256,64,0.75,2,0 days 00:00:00.065133,0 days 00:01:27.793056,71.0,81.0,50
271,9,256,256,64,0.75,3,0 days 00:00:00.065133,0 days 00:00:58.705220,81.0,78.2,41
272,9,256,256,64,0.75,5,0 days 00:00:00.065133,0 days 00:00:53.650854,86.8,86.4,46
273,9,256,256,128,0.5,2,0 days 00:00:00.062879,0 days 00:00:59.857768,76.2,79.4,51
274,9,256,256,128,0.5,3,0 days 00:00:00.062879,0 days 00:01:10.285300,84.0,82.4,54
275,9,256,256,128,0.5,5,0 days 00:00:00.062879,0 days 00:01:08.867204,86.4,86.0,46
276,9,256,256,192,0.25,2,0 days 00:00:00.059853,0 days 00:00:52.931041,69.4,78.4,39
277,9,256,256,192,0.25,3,0 days 00:00:00.059853,0 days 00:01:04.498945,86.0,84.8,46
278,9,256,256,192,0.25,5,0 days 00:00:00.059853,0 days 00:01:19.266260,87.0,86.4,58
279,9,512,256,64,0.75,2,0 days 00:00:00.070335,0 days 00:01:06.548918,69.4,79.2,50
280,9,512,256,64,0.75,3,0 days 00:00:00.070335,0 days 00:01:06.384785,78.6,81.0,46
281,9,512,256,64,0.75,5,0 days 00:00:00.070335,0 days 00:00:47.832466,82.6,85.2,40
282,9,512,256,128,0.5,2,0 days 00:00:00.062682,0 days 00:00:56.805968,63.2,76.6,38
283,9,512,256,128,0.5,3,0 days 00:00:00.062682,0 days 00:01:10.994463,86.0,87.0,48
284,9,512,256,128,0.5,5,0 days 00:00:00.062682,0 days 00:01:05.454785,87.0,88.0,44
285,9,512,256,192,0.25,2,0 days 00:00:00.060682,0 days 00:01:32.996800,87.4,87.0,61
286,9,512,256,192,0.25,3,0 days 00:00:00.060682,0 days 00:01:02.002675,87.8,87.2,40
287,9,512,256,192,0.25,5,0 days 00:00:00.060682,0 days 00:01:18.106186,90.0,89.8,53
288,9,512,512,128,0.75,2,0 days 00:00:00.061892,0 days 00:01:29.401218,89.2,89.0,57
289,9,512,512,128,0.75,3,0 days 00:00:00.061892,0 days 00:01:19.617510,87.8,87.4,49
290,9,512,512,128,0.75,5,0 days 00:00:00.061892,0 days 00:00:57.656615,90.4,90.4,37
291,9,512,512,256,0.5,2,0 days 00:00:00.062096,0 days 00:01:00.198476,83.4,85.0,42
292,9,512,512,256,0.5,3,0 days 00:00:00.062096,0 days 00:01:14.034038,91.0,91.0,48
293,9,512,512,256,0.5,5,0 days 00:00:00.062096,0 days 00:01:05.727880,91.8,91.8,48
294,9,512,512,384,0.25,2,0 days 00:00:00.061998,0 days 00:01:23.460449,88.6,88.4,52
295,9,512,512,384,0.25,3,0 days 00:00:00.061998,0 days 00:01:19.119292,90.2,89.8,49
296,9,512,512,384,0.25,5,0 days 00:00:00.061998,0 days 00:01:27.795141,91.8,91.8,57
297,9,1024,256,64,0.75,2,0 days 00:00:00.077701,0 days 00:01:21.987755,79.4,83.0,50
298,9,1024,256,64,0.75,3,0 days 00:00:00.077701,0 days 00:00:50.668708,82.6,84.8,35
299,9,1024,256,64,0.75,5,0 days 00:00:00.077701,0 days 00:00:43.445390,85.2,86.2,32
300,9,1024,256,128,0.5,2,0 days 00:00:00.066987,0 days 00:01:15.058184,88.8,88.4,45
301,9,1024,256,128,0.5,3,0 days 00:00:00.066987,0 days 00:01:28.633432,89.6,89.6,54
302,9,1024,256,128,0.5,5,0 days 00:00:00.066987,0 days 00:01:03.064678,89.2,89.6,47
303,9,1024,256,192,0.25,2,0 days 00:00:00.066738,0 days 00:01:18.516725,83.2,85.4,50
304,9,1024,256,192,0.25,3,0 days 00:00:00.066738,0 days 00:00:58.995879,87.2,87.0,36
305,9,1024,256,192,0.25,5,0 days 00:00:00.066738,0 days 00:01:05.441999,90.2,90.2,44
306,9,1024,512,128,0.75,2,0 days 00:00:00.616039,0 days 00:00:40.571199,87.6,87.2,46
307,9,1024,512,128,0.75,3,0 days 00:00:00.616039,0 days 00:00:38.184722,89.4,88.8,47
308,9,1024,512,128,0.75,5,0 days 00:00:00.616039,0 days 00:00:39.710612,91.4,91.4,46
309,9,1024,512,256,0.5,2,0 days 00:00:00.059707,0 days 00:00:37.211859,88.8,88.4,49
310,9,1024,512,256,0.5,3,0 days 00:00:00.059707,0 days 00:00:36.990431,89.6,89.0,47
311,9,1024,512,256,0.5,5,0 days 00:00:00.059707,0 days 00:00:29.105309,90.8,90.8,38
312,9,1024,512,384,0.25,2,0 days 00:00:00.056601,0 days 00:00:34.921259,88.0,87.6,44
313,9,1024,512,384,0.25,3,0 days 00:00:00.056601,0 days 00:00:35.719288,90.4,90.0,47
314,9,1024,512,384,0.25,5,0 days 00:00:00.056601,0 days 00:00:44.050696,92.6,92.6,50
315,9,1024,1024,256,0.75,2,0 days 00:00:00.058985,0 days 00:00:38.691216,89.0,88.4,51
316,9,1024,1024,256,0.75,3,0 days 00:00:00.058985,0 days 00:00:39.045333,90.0,89.8,44
317,9,1024,1024,256,0.75,5,0 days 00:00:00.058985,0 days 00:00:39.074090,91.6,91.6,48
318,9,1024,1024,512,0.5,2,0 days 00:00:00.055244,0 days 00:00:37.624951,89.4,89.0,47
319,9,1024,1024,512,0.5,3,0 days 00:00:00.055244,0 days 00:00:31.604477,90.2,90.0,44
320,9,1024,1024,512,0.5,5,0 days 00:00:00.055244,0 days 00:00:51.203079,94.2,94.2,61
321,9,1024,1024,768,0.25,2,0 days 00:00:00.056037,0 days 00:00:39.177271,87.4,86.6,63
322,9,1024,1024,768,0.25,3,0 days 00:00:00.056037,0 days 00:00:40.331361,92.2,92.2,52
323,9,1024,1024,768,0.25,5,0 days 00:00:00.056037,0 days 00:00:48.724563,92.4,92.2,57
324,9,2048,256,64,0.75,2,0 days 00:00:00.087283,0 days 00:00:37.892994,84.4,85.0,42
325,9,2048,256,64,0.75,3,0 days 00:00:00.087283,0 days 00:00:40.615064,88.0,87.6,44
326,9,2048,256,64,0.75,5,0 days 00:00:00.087283,0 days 00:00:41.895931,88.8,89.6,40
327,9,2048,256,128,0.5,2,0 days 00:00:00.069444,0 days 00:00:36.958339,71.6,80.8,48
328,9,2048,256,128,0.5,3,0 days 00:00:00.069444,0 days 00:00:35.560078,89.2,89.2,43
329,9,2048,256,128,0.5,5,0 days 00:00:00.069444,0 days 00:00:34.047602,89.2,89.0,36
330,9,2048,256,192,0.25,2,0 days 00:00:00.064526,0 days 00:00:39.277178,88.6,88.6,46
331,9,2048,256,192,0.25,3,0 days 00:00:00.064526,0 days 00:00:36.818381,88.2,87.8,42
332,9,2048,256,192,0.25,5,0 days 00:00:00.064526,0 days 00:00:36.819695,90.8,90.6,42
333,9,2048,512,128,0.75,2,0 days 00:00:00.071273,0 days 00:00:51.112487,89.6,89.6,60
334,9,2048,512,128,0.75,3,0 days 00:00:00.071273,0 days 00:00:43.427084,89.4,88.8,52
335,9,2048,512,128,0.75,5,0 days 00:00:00.071273,0 days 00:00:41.029339,91.4,91.6,50
336,9,2048,512,256,0.5,2,0 days 00:00:00.061227,0 days 00:00:42.075060,87.8,87.4,50
337,9,2048,512,256,0.5,3,0 days 00:00:00.061227,0 days 00:00:35.929807,91.0,90.6,42
338,9,2048,512,256,0.5,5,0 days 00:00:00.061227,0 days 00:00:34.577974,91.0,90.8,40
339,9,2048,512,384,0.25,2,0 days 00:00:00.058217,0 days 00:00:30.607602,87.0,86.6,37
340,9,2048,512,384,0.25,3,0 days 00:00:00.058217,0 days 00:00:30.800368,89.2,89.2,40
341,9,2048,512,384,0.25,5,0 days 00:00:00.058217,0 days 00:01:03.066226,93.4,93.4,66
342,9,2048,1024,256,0.75,2,0 days 00:00:00.063572,0 days 00:00:40.239499,88.6,88.2,44
343,9,2048,1024,256,0.75,3,0 days 00:00:00.063572,0 days 00:00:44.642268,90.4,90.0,51
344,9,2048,1024,256,0.75,5,0 days 00:00:00.063572,0 days 00:00:57.018793,92.6,92.6,60
345,9,2048,1024,512,0.5,2,0 days 00:00:00.058711,0 days 00:00:53.425888,90.2,90.0,67
346,9,2048,1024,512,0.5,3,0 days 00:00:00.058711,0 days 00:00:42.463313,91.0,90.6,47
347,9,2048,1024,512,0.5,5,0 days 00:00:00.058711,0 days 00:01:13.464280,95.4,95.4,76
348,9,2048,1024,768,0.25,2,0 days 00:00:00.058151,0 days 00:00:36.248006,89.6,89.6,48
349,9,2048,1024,768,0.25,3,0 days 00:00:00.058151,0 days 00:00:50.898811,92.2,91.8,63
350,9,2048,1024,768,0.25,5,0 days 00:00:00.058151,0 days 00:01:20.017879,95.0,95.0,72
351,9,2048,2048,512,0.75,2,0 days 00:00:00.058087,0 days 00:00:48.833897,88.6,88.6,57
352,9,2048,2048,512,0.75,3,0 days 00:00:00.058087,0 days 00:00:43.425732,89.6,89.2,52
353,9,2048,2048,512,0.75,5,0 days 00:00:00.058087,0 days 00:01:11.661966,95.0,95.0,77
354,9,2048,2048,1024,0.5,2,0 days 00:00:00.057333,0 days 00:00:43.066509,89.4,89.0,58
355,9,2048,2048,1024,0.5,3,0 days 00:00:00.057333,0 days 00:01:05.201792,93.0,93.0,67
356,9,2048,2048,1024,0.5,5,0 days 00:00:00.057333,0 days 00:01:22.351979,94.8,95.0,80
357,9,2048,2048,1536,0.25,2,0 days 00:00:00.056390,0 days 00:00:59.620793,90.0,90.0,71
358,9,2048,2048,1536,0.25,3,0 days 00:00:00.056390,0 days 00:01:20.719674,94.0,94.2,80
359,9,2048,2048,1536,0.25,5,0 days 00:00:00.056390,0 days 00:01:23.840439,96.0,96.2,79
360,9,4096,256,64,0.75,2,0 days 00:00:00.117316,0 days 00:00:54.942668,87.6,87.6,58
361,9,4096,256,64,0.75,3,0 days 00:00:00.117316,0 days 00:00:32.116674,82.6,85.4,31
362,9,4096,256,64,0.75,5,0 days 00:00:00.117316,0 days 00:00:53.969164,88.4,89.8,47
363,9,4096,256,128,0.5,2,0 days 00:00:00.088348,0 days 00:00:57.717005,89.2,89.2,59
364,9,4096,256,128,0.5,3,0 days 00:00:00.088348,0 days 00:00:40.651227,89.6,89.4,38
365,9,4096,256,128,0.5,5,0 days 00:00:00.088348,0 days 00:00:58.719353,93.0,93.0,55
366,9,4096,256,192,0.25,2,0 days 00:00:00.080067,0 days 00:00:54.559885,88.4,88.0,52
367,9,4096,256,192,0.25,3,0 days 00:00:00.080067,0 days 00:00:38.756145,87.2,87.2,38
368,9,4096,256,192,0.25,5,0 days 00:00:00.080067,0 days 00:00:52.894069,92.0,92.0,53
369,9,4096,512,128,0.75,2,0 days 00:00:00.087816,0 days 00:00:50.287666,87.8,87.6,52
370,9,4096,512,128,0.75,3,0 days 00:00:00.087816,0 days 00:00:53.489300,91.0,91.0,57
371,9,4096,512,128,0.75,5,0 days 00:00:00.087816,0 days 00:01:08.703856,93.2,93.4,63
372,9,4096,512,256,0.5,2,0 days 00:00:00.069426,0 days 00:01:08.510326,89.4,89.4,65
373,9,4096,512,256,0.5,3,0 days 00:00:00.069426,0 days 00:00:38.453768,90.0,89.6,38
374,9,4096,512,256,0.5,5,0 days 00:00:00.069426,0 days 00:01:06.578061,93.6,93.6,71
375,9,4096,512,384,0.25,2,0 days 00:00:00.066319,0 days 00:00:54.754795,88.8,88.6,58
376,9,4096,512,384,0.25,3,0 days 00:00:00.066319,0 days 00:00:46.102653,90.4,90.0,49
377,9,4096,512,384,0.25,5,0 days 00:00:00.066319,0 days 00:01:05.855963,93.0,93.0,52
378,9,4096,1024,256,0.75,2,0 days 00:00:00.070746,0 days 00:00:54.971192,88.6,88.0,54
379,9,4096,1024,256,0.75,3,0 days 00:00:00.070746,0 days 00:00:52.771150,90.0,89.6,52
380,9,4096,1024,256,0.75,5,0 days 00:00:00.070746,0 days 00:00:57.840311,92.0,92.0,53
381,9,4096,1024,512,0.5,2,0 days 00:00:00.066083,0 days 00:00:39.856151,88.6,88.2,41
382,9,4096,1024,512,0.5,3,0 days 00:00:00.066083,0 days 00:00:56.825995,92.8,92.6,61
383,9,4096,1024,512,0.5,5,0 days 00:00:00.066083,0 days 00:01:11.684216,95.2,95.2,70
384,9,4096,1024,768,0.25,2,0 days 00:00:00.059815,0 days 00:00:55.947142,90.6,90.4,62
385,9,4096,1024,768,0.25,3,0 days 00:00:00.059815,0 days 00:00:54.449172,91.6,91.6,59
386,9,4096,1024,768,0.25,5,0 days 00:00:00.059815,0 days 00:01:27.655574,95.2,95.2,79
387,9,4096,2048,512,0.75,2,0 days 00:00:00.063330,0 days 00:00:53.090379,88.2,87.8,54
388,9,4096,2048,512,0.75,3,0 days 00:00:00.063330,0 days 00:01:07.592371,92.4,92.2,76
389,9,4096,2048,512,0.75,5,0 days 00:00:00.063330,0 days 00:01:32.237432,96.2,96.2,79
390,9,4096,2048,1024,0.5,2,0 days 00:00:00.057935,0 days 00:00:41.501011,89.4,89.2,44
391,9,4096,2048,1024,0.5,3,0 days 00:00:00.057935,0 days 00:01:33.726955,94.8,94.8,79
392,9,4096,2048,1024,0.5,5,0 days 00:00:00.057935,0 days 00:01:29.615312,95.0,95.2,67
393,9,4096,2048,1536,0.25,2,0 days 00:00:00.058762,0 days 00:00:46.550249,90.0,90.0,56
394,9,4096,2048,1536,0.25,3,0 days 00:00:00.058762,0 days 00:01:20.988263,95.0,95.0,80
395,9,4096,2048,1536,0.25,5,0 days 00:00:00.058762,0 days 00:01:43.189915,95.0,95.0,79
396,9,4096,4096,1024,0.75,2,0 days 00:00:00.059010,0 days 00:00:35.982051,87.8,87.4,41
397,9,4096,4096,1024,0.75,3,0 days 00:00:00.059010,0 days 00:01:18.487654,92.6,92.4,70
398,9,4096,4096,1024,0.75,5,0 days 00:00:00.059010,0 days 00:01:35.619113,96.4,96.6,79
399,9,4096,4096,2048,0.5,2,0 days 00:00:00.056398,0 days 00:00:54.002302,92.2,92.4,65
400,9,4096,4096,2048,0.5,3,0 days 00:00:00.056398,0 days 00:01:08.921260,93.8,93.8,69
401,9,4096,4096,2048,0.5,5,0 days 00:00:00.056398,0 days 00:01:46.039059,96.2,96.4,72
402,9,4096,4096,3072,0.25,2,0 days 00:00:00.055693,0 days 00:01:13.339040,91.0,91.0,77
403,9,4096,4096,3072,0.25,3,0 days 00:00:00.055693,0 days 00:01:27.294871,95.0,95.0,71
404,9,4096,4096,3072,0.25,5,0 days 00:00:00.055693,0 days 00:01:38.168106,95.8,96.0,72
405,12,256,256,64,0.75,2,0 days 00:00:00.792375,0 days 00:01:10.521209,90.0,89.6,71
406,12,256,256,64,0.75,3,0 days 00:00:00.792375,0 days 00:00:36.826357,83.6,83.8,46
407,12,256,256,64,0.75,5,0 days 00:00:00.792375,0 days 00:00:58.994096,87.0,87.4,60
408,12,256,256,128,0.5,2,0 days 00:00:00.054548,0 days 00:01:02.905815,87.0,86.4,63
409,12,256,256,128,0.5,3,0 days 00:00:00.054548,0 days 00:00:36.861149,85.0,83.6,50
410,12,256,256,128,0.5,5,0 days 00:00:00.054548,0 days 00:00:44.945020,88.6,88.6,57
411,12,256,256,192,0.25,2,0 days 00:00:00.052925,0 days 00:00:31.038292,73.8,77.6,44
412,12,256,256,192,0.25,3,0 days 00:00:00.052925,0 days 00:00:49.740162,88.2,87.6,58
413,12,256,256,192,0.25,5,0 days 00:00:00.052925,0 days 00:00:47.539228,90.2,90.0,64
414,12,512,256,64,0.75,2,0 days 00:00:00.063859,0 days 00:00:42.522808,82.8,85.6,57
415,12,512,256,64,0.75,3,0 days 00:00:00.063859,0 days 00:00:51.638449,88.8,88.8,57
416,12,512,256,64,0.75,5,0 days 00:00:00.063859,0 days 00:00:37.872825,88.6,89.4,40
417,12,512,256,128,0.5,2,0 days 00:00:00.054734,0 days 00:00:45.839347,81.2,84.4,56
418,12,512,256,128,0.5,3,0 days 00:00:00.054734,0 days 00:00:43.836625,90.0,89.8,47
419,12,512,256,128,0.5,5,0 days 00:00:00.054734,0 days 00:00:36.761335,90.8,90.4,40
420,12,512,256,192,0.25,2,0 days 00:00:00.057694,0 days 00:00:46.602869,88.6,88.0,61
421,12,512,256,192,0.25,3,0 days 00:00:00.057694,0 days 00:00:41.506220,88.8,88.6,50
422,12,512,256,192,0.25,5,0 days 00:00:00.057694,0 days 00:00:40.732901,91.6,91.6,47
423,12,512,512,128,0.75,2,0 days 00:00:00.055927,0 days 00:00:38.958961,82.0,84.8,49
424,12,512,512,128,0.75,3,0 days 00:00:00.055927,0 days 00:00:50.274736,90.2,89.8,58
425,12,512,512,128,0.75,5,0 days 00:00:00.055927,0 days 00:00:36.157077,89.8,90.0,42
426,12,512,512,256,0.5,2,0 days 00:00:00.053885,0 days 00:00:53.081563,88.2,87.8,69
427,12,512,512,256,0.5,3,0 days 00:00:00.053885,0 days 00:00:46.802203,89.8,89.6,56
428,12,512,512,256,0.5,5,0 days 00:00:00.053885,0 days 00:00:37.486811,90.6,90.6,47
429,12,512,512,384,0.25,2,0 days 00:00:00.055708,0 days 00:00:42.958727,89.0,88.6,57
430,12,512,512,384,0.25,3,0 days 00:00:00.055708,0 days 00:00:39.424109,90.8,90.4,50
431,12,512,512,384,0.25,5,0 days 00:00:00.055708,0 days 00:00:39.079992,92.0,92.0,44
432,12,1024,256,64,0.75,2,0 days 00:00:00.066641,0 days 00:00:55.044098,89.0,89.2,62
433,12,1024,256,64,0.75,3,0 days 00:00:00.066641,0 days 00:00:55.464768,89.0,88.8,53
434,12,1024,256,64,0.75,5,0 days 00:00:00.066641,0 days 00:00:42.837647,83.0,86.4,39
435,12,1024,256,128,0.5,2,0 days 00:00:00.062109,0 days 00:00:51.008123,88.6,88.0,62
436,12,1024,256,128,0.5,3,0 days 00:00:00.062109,0 days 00:00:33.139666,87.4,87.6,41
437,12,1024,256,128,0.5,5,0 days 00:00:00.062109,0 days 00:00:33.200786,89.4,89.2,36
438,12,1024,256,192,0.25,2,0 days 00:00:00.057525,0 days 00:00:33.960164,82.6,84.4,44
439,12,1024,256,192,0.25,3,0 days 00:00:00.057525,0 days 00:00:38.178850,88.4,87.6,45
440,12,1024,256,192,0.25,5,0 days 00:00:00.057525,0 days 00:00:41.289072,89.2,89.4,44
441,12,1024,512,128,0.75,2,0 days 00:00:00.058890,0 days 00:00:52.554287,88.6,88.2,56
442,12,1024,512,128,0.75,3,0 days 00:00:00.058890,0 days 00:00:38.589488,89.2,89.2,43
443,12,1024,512,128,0.75,5,0 days 00:00:00.058890,0 days 00:00:36.286093,91.6,91.6,42
444,12,1024,512,256,0.5,2,0 days 00:00:00.054857,0 days 00:00:41.774700,77.2,82.4,50
445,12,1024,512,256,0.5,3,0 days 00:00:00.054857,0 days 00:00:45.363670,90.8,90.8,50
446,12,1024,512,256,0.5,5,0 days 00:00:00.054857,0 days 00:00:38.638036,91.6,91.6,46
447,12,1024,512,384,0.25,2,0 days 00:00:00.053526,0 days 00:00:41.369787,89.0,88.6,52
448,12,1024,512,384,0.25,3,0 days 00:00:00.053526,0 days 00:00:42.421837,90.6,90.2,46
449,12,1024,512,384,0.25,5,0 days 00:00:00.053526,0 days 00:00:40.476064,91.8,91.8,48
450,12,1024,1024,256,0.75,2,0 days 00:00:00.054199,0 days 00:00:50.623775,88.4,88.0,61
451,12,1024,1024,256,0.75,3,0 days 00:00:00.054199,0 days 00:00:37.654270,89.6,89.0,40
452,12,1024,1024,256,0.75,5,0 days 00:00:00.054199,0 days 00:00:45.067223,93.0,93.0,48
453,12,1024,1024,512,0.5,2,0 days 00:00:00.052443,0 days 00:00:42.922992,89.0,88.8,55
454,12,1024,1024,512,0.5,3,0 days 00:00:00.052443,0 days 00:00:38.843674,91.6,91.2,47
455,12,1024,1024,512,0.5,5,0 days 00:00:00.052443,0 days 00:00:41.853858,91.2,91.0,46
456,12,1024,1024,768,0.25,2,0 days 00:00:00.051925,0 days 00:00:29.914955,89.4,88.8,38
457,12,1024,1024,768,0.25,3,0 days 00:00:00.051925,0 days 00:00:41.712518,91.4,91.2,49
458,12,1024,1024,768,0.25,5,0 days 00:00:00.051925,0 days 00:00:45.398378,93.2,93.2,50
459,12,2048,256,64,0.75,2,0 days 00:00:00.084248,0 days 00:00:59.178674,89.2,89.0,60
460,12,2048,256,64,0.75,3,0 days 00:00:00.084248,0 days 00:00:32.999473,82.0,85.0,34
461,12,2048,256,64,0.75,5,0 days 00:00:00.084248,0 days 00:00:33.126063,81.8,85.4,28
462,12,2048,256,128,0.5,2,0 days 00:00:00.066405,0 days 00:01:00.348074,90.0,89.8,67
463,12,2048,256,128,0.5,3,0 days 00:00:00.066405,0 days 00:00:37.715354,91.0,90.8,39
464,12,2048,256,128,0.5,5,0 days 00:00:00.066405,0 days 00:00:34.583398,90.4,90.4,33
465,12,2048,256,192,0.25,2,0 days 00:00:00.062040,0 days 00:00:44.417461,87.8,87.6,50
466,12,2048,256,192,0.25,3,0 days 00:00:00.062040,0 days 00:00:45.394853,88.8,88.2,47
467,12,2048,256,192,0.25,5,0 days 00:00:00.062040,0 days 00:00:34.295659,89.2,89.2,36
468,12,2048,512,128,0.75,2,0 days 00:00:00.067210,0 days 00:00:55.940428,88.0,87.2,58
469,12,2048,512,128,0.75,3,0 days 00:00:00.067210,0 days 00:00:30.758968,86.8,87.0,36
470,12,2048,512,128,0.75,5,0 days 00:00:00.067210,0 days 00:00:37.276562,91.8,91.8,39
471,12,2048,512,256,0.5,2,0 days 00:00:00.058940,0 days 00:00:55.274051,88.6,88.4,56
472,12,2048,512,256,0.5,3,0 days 00:00:00.058940,0 days 00:00:39.695666,91.0,90.4,44
473,12,2048,512,256,0.5,5,0 days 00:00:00.058940,0 days 00:01:05.009343,94.2,94.2,73
474,12,2048,512,384,0.25,2,0 days 00:00:00.056415,0 days 00:00:51.201618,88.8,88.4,58
475,12,2048,512,384,0.25,3,0 days 00:00:00.056415,0 days 00:00:42.112068,90.4,90.2,44
476,12,2048,512,384,0.25,5,0 days 00:00:00.056415,0 days 00:00:40.353815,92.2,92.0,45
477,12,2048,1024,256,0.75,2,0 days 00:00:00.058802,0 days 00:00:47.383458,88.4,88.2,46
478,12,2048,1024,256,0.75,3,0 days 00:00:00.058802,0 days 00:00:45.647606,90.0,89.6,45
479,12,2048,1024,256,0.75,5,0 days 00:00:00.058802,0 days 00:00:32.336967,90.8,90.6,33
480,12,2048,1024,512,0.5,2,0 days 00:00:00.055136,0 days 00:00:41.071301,89.2,88.6,43
481,12,2048,1024,512,0.5,3,0 days 00:00:00.055136,0 days 00:00:45.484708,92.0,92.0,47
482,12,2048,1024,512,0.5,5,0 days 00:00:00.055136,0 days 00:00:49.159282,93.4,93.4,52
483,12,2048,1024,768,0.25,2,0 days 00:00:00.054521,0 days 00:00:42.565764,88.8,88.2,51
484,12,2048,1024,768,0.25,3,0 days 00:00:00.054521,0 days 00:00:40.810525,92.0,91.6,51
485,12,2048,1024,768,0.25,5,0 days 00:00:00.054521,0 days 00:01:10.310712,93.8,93.8,67
486,12,2048,2048,512,0.75,2,0 days 00:00:00.056480,0 days 00:00:44.781620,88.4,87.8,53
487,12,2048,2048,512,0.75,3,0 days 00:00:00.056480,0 days 00:00:46.682493,90.8,90.6,54
488,12,2048,2048,512,0.75,5,0 days 00:00:00.056480,0 days 00:01:18.920879,95.2,95.4,74
489,12,2048,2048,1024,0.5,2,0 days 00:00:00.053728,0 days 00:00:30.574942,88.8,88.4,39
490,12,2048,2048,1024,0.5,3,0 days 00:00:00.053728,0 days 00:00:54.470261,92.2,92.2,62
491,12,2048,2048,1024,0.5,5,0 days 00:00:00.053728,0 days 00:01:13.949487,94.4,94.4,71
492,12,2048,2048,1536,0.25,2,0 days 00:00:00.052995,0 days 00:00:30.015474,88.4,88.2,42
493,12,2048,2048,1536,0.25,3,0 days 00:00:00.052995,0 days 00:01:07.412082,93.6,93.6,72
494,12,2048,2048,1536,0.25,5,0 days 00:00:00.052995,0 days 00:01:25.867916,94.4,94.4,74
495,12,4096,256,64,0.75,2,0 days 00:00:00.113874,0 days 00:01:20.722162,89.0,88.6,65
496,12,4096,256,64,0.75,3,0 days 00:00:00.113874,0 days 00:00:49.262068,88.6,88.8,40
497,12,4096,256,64,0.75,5,0 days 00:00:00.113874,0 days 00:00:53.539073,86.8,88.8,42
498,12,4096,256,128,0.5,2,0 days 00:00:00.086875,0 days 00:00:54.844198,83.0,85.8,51
499,12,4096,256,128,0.5,3,0 days 00:00:00.086875,0 days 00:00:39.386588,88.4,88.6,38
500,12,4096,256,128,0.5,5,0 days 00:00:00.086875,0 days 00:00:50.496016,91.6,91.6,45
501,12,4096,256,192,0.25,2,0 days 00:00:00.074476,0 days 00:00:53.678662,88.8,88.6,53
502,12,4096,256,192,0.25,3,0 days 00:00:00.074476,0 days 00:00:46.777655,90.2,89.6,45
503,12,4096,256,192,0.25,5,0 days 00:00:00.074476,0 days 00:00:47.820117,92.2,92.2,42
504,12,4096,512,128,0.75,2,0 days 00:00:00.087860,0 days 00:01:09.772392,89.0,88.8,72
505,12,4096,512,128,0.75,3,0 days 00:00:00.087860,0 days 00:00:56.069026,91.0,91.0,50
506,12,4096,512,128,0.75,5,0 days 00:00:00.087860,0 days 00:01:28.217134,92.4,92.4,64
507,12,4096,512,256,0.5,2,0 days 00:00:00.069456,0 days 00:00:47.102206,88.8,88.4,54
508,12,4096,512,256,0.5,3,0 days 00:00:00.069456,0 days 00:00:44.561632,90.6,90.4,42
509,12,4096,512,256,0.5,5,0 days 00:00:00.069456,0 days 00:00:54.091511,93.0,93.0,50
510,12,4096,512,384,0.25,2,0 days 00:00:00.067487,0 days 00:00:44.289429,89.2,89.0,44
511,12,4096,512,384,0.25,3,0 days 00:00:00.067487,0 days 00:00:50.925293,92.0,91.8,55
512,12,4096,512,384,0.25,5,0 days 00:00:00.067487,0 days 00:00:57.967348,92.8,92.8,51
513,12,4096,1024,256,0.75,2,0 days 00:00:00.068664,0 days 00:00:47.590186,88.6,88.6,50
514,12,4096,1024,256,0.75,3,0 days 00:00:00.068664,0 days 00:00:52.232893,90.6,90.6,52
