,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,TrainTime,F1Score,TestAcc,EpochsRan
202,6,2048,512,256,0.5,3,0 days 00:00:00.067176,0 days 00:01:00.183950,90.0,90.0,50
203,6,2048,512,256,0.5,5,0 days 00:00:00.067176,0 days 00:00:55.150897,94.0,94.0,74
204,6,2048,512,384,0.25,2,0 days 00:00:00.065455,0 days 00:00:56.793540,90.0,89.0,47
205,6,2048,512,384,0.25,3,0 days 00:00:00.065455,0 days 00:00:58.388938,91.0,91.0,52
206,6,2048,512,384,0.25,5,0 days 00:00:00.065455,0 days 00:00:57.530416,93.0,93.0,68
207,6,2048,1024,256,0.75,2,0 days 00:00:00.067739,0 days 00:01:17.955192,90.0,89.0,58
208,6,2048,1024,256,0.75,3,0 days 00:00:00.067739,0 days 00:01:37.076748,93.0,93.0,80
209,6,2048,1024,256,0.75,5,0 days 00:00:00.067739,0 days 00:01:24.267991,96.0,96.0,76
210,6,2048,1024,512,0.5,2,0 days 00:00:00.064011,0 days 00:01:34.873525,91.0,91.0,80
211,6,2048,1024,512,0.5,3,0 days 00:00:00.064011,0 days 00:01:52.642146,95.0,95.0,80
212,6,2048,1024,512,0.5,5,0 days 00:00:00.064011,0 days 00:01:12.692780,95.0,95.0,77
213,6,2048,1024,768,0.25,2,0 days 00:00:00.064520,0 days 00:01:24.017256,90.0,89.0,80
214,6,2048,1024,768,0.25,3,0 days 00:00:00.064520,0 days 00:01:38.902399,95.0,95.0,80
215,6,2048,1024,768,0.25,5,0 days 00:00:00.064520,0 days 00:01:25.893527,95.0,95.0,75
216,6,2048,2048,512,0.75,2,0 days 00:00:00.064770,0 days 00:01:29.960602,90.0,90.0,80
217,6,2048,2048,512,0.75,3,0 days 00:00:00.064770,0 days 00:01:41.393689,95.0,95.0,80
218,6,2048,2048,512,0.75,5,0 days 00:00:00.064770,0 days 00:01:40.681452,95.0,95.0,80
219,6,2048,2048,1024,0.5,2,0 days 00:00:00.061560,0 days 00:00:24.358928,90.0,90.0,26
220,6,2048,2048,1024,0.5,3,0 days 00:00:00.061560,0 days 00:02:28.641428,96.0,96.0,80
221,6,2048,2048,1024,0.5,5,0 days 00:00:00.061560,0 days 00:01:57.024717,97.0,97.0,80
222,6,2048,2048,1536,0.25,2,0 days 00:00:00.060925,0 days 00:01:28.017439,92.0,92.0,80
223,6,2048,2048,1536,0.25,3,0 days 00:00:00.060925,0 days 00:01:41.306684,96.0,97.0,80
224,6,2048,2048,1536,0.25,5,0 days 00:00:00.060925,0 days 00:01:44.125149,98.0,98.0,80
225,6,4096,256,64,0.75,2,0 days 00:00:00.119764,0 days 00:01:39.170214,89.0,89.0,67
226,6,4096,256,64,0.75,3,0 days 00:00:00.119764,0 days 00:00:21.100736,86.0,86.0,37
227,6,4096,256,64,0.75,5,0 days 00:00:00.119764,0 days 00:00:28.361182,89.0,90.0,24
228,6,4096,256,128,0.5,2,0 days 00:00:00.094329,0 days 00:01:27.438635,89.0,89.0,80
